Measurement_boxname,protocol, net_plane,protocol_count,min_tcp_window_size,max_tcp_window_size,avg_tcp_window_size,std_dev_tcp_window_size,min_data_bytes,max_data_bytes,avg_databytes,std_dev_databytes,total_data_bytes,flow_duration,Processing_time
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.392,2020-11-03T16:30:40.595+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.385,2020-11-03T16:30:40.595+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.404,2020-11-03T16:35:31.137+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.402,2020-11-03T16:35:31.137+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.471,2020-11-03T16:40:21.929+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.472,2020-11-03T16:40:21.929+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.454,2020-11-03T16:45:43.004+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.338,2020-11-03T16:45:43.004+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.411,2020-11-03T16:50:33.663+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.448,2020-11-03T16:50:33.663+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.361,2020-11-03T16:55:24.607+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.379,2020-11-03T16:55:24.607+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.566,2020-11-03T17:00:45.672+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.41,2020-11-03T17:00:45.672+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.415,2020-11-03T17:05:35.887+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.511,2020-11-03T17:05:35.887+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.436,2020-11-03T17:10:26.711+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.41,2020-11-03T17:10:26.711+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.417,2020-11-03T17:15:47.785+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.483,2020-11-03T17:15:47.785+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.385,2020-11-03T17:20:38.603+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.438,2020-11-03T17:20:38.603+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.345,2020-11-03T17:25:29.350+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.455,2020-11-03T17:30:20.405+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.499,2020-11-03T17:30:20.405+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.487,2020-11-03T17:35:41.303+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.453,2020-11-03T17:35:41.303+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.454,2020-11-03T17:40:32.031+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.415,2020-11-03T17:40:32.031+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.425,2020-11-03T17:45:22.975+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.51,2020-11-03T17:45:22.975+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.52,2020-11-03T17:50:43.482+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.508,2020-11-03T17:50:43.482+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.408,2020-11-03T17:55:33.948+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.36,2020-11-03T17:55:33.948+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.37,2020-11-03T18:00:24.830+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.568,2020-11-03T18:00:24.830+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.483,2020-11-03T18:05:45.559+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,241.79,349.19,3385,0.392,2020-11-03T18:05:45.559+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.34,2020-11-03T16:20:28.818+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,241.79,349.19,3385,0.355,2020-11-03T16:20:28.818+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.448,2020-11-03T16:30:40.595+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.52,2020-11-03T16:30:40.595+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.422,2020-11-03T16:35:31.137+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.442,2020-11-03T16:35:31.137+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.446,2020-11-03T16:40:21.929+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.433,2020-11-03T16:40:21.929+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.454,2020-11-03T16:45:43.004+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.474,2020-11-03T16:45:43.004+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.377,2020-11-03T16:50:33.663+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.548,2020-11-03T16:50:33.663+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.449,2020-11-03T16:55:24.607+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.48,2020-11-03T16:55:24.607+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.379,2020-11-03T17:00:45.672+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.445,2020-11-03T17:00:45.672+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.372,2020-11-03T17:05:35.887+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.376,2020-11-03T17:05:35.887+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.37,2020-11-03T17:10:26.711+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.351,2020-11-03T17:10:26.711+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.423,2020-11-03T17:15:47.785+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.406,2020-11-03T17:20:38.603+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.506,2020-11-03T17:20:38.603+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.612,2020-11-03T17:25:29.350+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.375,2020-11-03T17:25:29.350+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.551,2020-11-03T17:30:20.405+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.406,2020-11-03T17:30:20.405+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.52,2020-11-03T17:35:41.303+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.491,2020-11-03T17:35:41.303+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.354,2020-11-03T17:40:32.031+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.341,2020-11-03T17:40:32.031+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.401,2020-11-03T17:45:22.975+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.396,2020-11-03T17:45:22.975+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.448,2020-11-03T17:50:43.482+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.46,2020-11-03T17:50:43.482+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.393,2020-11-03T17:55:33.948+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.393,2020-11-03T17:55:33.948+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.27,68,1412,242.36,349.14,3393,0.342,2020-11-03T18:00:24.830+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.343,2020-11-03T18:00:24.830+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.469,2020-11-03T18:05:45.559+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.46,2020-11-03T18:05:45.559+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.34,2020-11-03T16:20:28.818+09:00
smartx-microbox-gist-1,6,0,14,501,502,501,0.36,68,1412,242.36,349.14,3393,0.351,2020-11-03T16:20:28.818+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.363,2020-11-03T16:30:40.595+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.385,2020-11-03T16:30:40.595+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.508,2020-11-03T16:30:40.595+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.442,2020-11-03T16:30:40.595+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.398,2020-11-03T16:35:31.137+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.437,2020-11-03T16:35:31.137+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.417,2020-11-03T16:35:31.137+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.395,2020-11-03T16:35:31.137+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.425,2020-11-03T16:40:21.929+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.465,2020-11-03T16:40:21.929+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.467,2020-11-03T16:40:21.929+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.438,2020-11-03T16:40:21.929+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.328,2020-11-03T16:45:43.004+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.465,2020-11-03T16:45:43.004+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.445,2020-11-03T16:45:43.004+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.406,2020-11-03T16:50:33.663+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.371,2020-11-03T16:50:33.663+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.542,2020-11-03T16:50:33.663+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.442,2020-11-03T16:50:33.663+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.471,2020-11-03T16:55:24.607+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.443,2020-11-03T16:55:24.607+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.355,2020-11-03T16:55:24.607+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.373,2020-11-03T16:55:24.607+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.374,2020-11-03T17:00:45.672+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.437,2020-11-03T17:00:45.672+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.558,2020-11-03T17:00:45.672+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.402,2020-11-03T17:00:45.672+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.366,2020-11-03T17:05:35.887+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.502,2020-11-03T17:05:35.887+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.407,2020-11-03T17:05:35.887+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.37,2020-11-03T17:05:35.887+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.405,2020-11-03T17:10:26.711+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.431,2020-11-03T17:10:26.711+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.345,2020-11-03T17:10:26.711+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.365,2020-11-03T17:10:26.711+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.418,2020-11-03T17:15:47.785+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.474,2020-11-03T17:15:47.785+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.377,2020-11-03T17:15:47.785+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.411,2020-11-03T17:15:47.785+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.401,2020-11-03T17:20:38.603+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.38,2020-11-03T17:20:38.603+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.496,2020-11-03T17:20:38.603+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.605,2020-11-03T17:25:29.350+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.547,2020-11-03T17:25:29.350+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.369,2020-11-03T17:25:29.350+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.34,2020-11-03T17:25:29.350+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.491,2020-11-03T17:30:20.405+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.4,2020-11-03T17:30:20.405+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.446,2020-11-03T17:30:20.405+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.443,2020-11-03T17:35:41.303+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.484,2020-11-03T17:35:41.303+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.466,2020-11-03T17:35:41.303+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.512,2020-11-03T17:35:41.303+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.41,2020-11-03T17:40:32.031+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.336,2020-11-03T17:40:32.031+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.449,2020-11-03T17:40:32.031+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.347,2020-11-03T17:40:32.031+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.395,2020-11-03T17:45:22.975+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.387,2020-11-03T17:45:22.975+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.415,2020-11-03T17:45:22.975+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.5,2020-11-03T17:50:43.482+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.511,2020-11-03T17:50:43.482+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.451,2020-11-03T17:50:43.482+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.388,2020-11-03T17:55:33.948+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.355,2020-11-03T17:55:33.948+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.387,2020-11-03T17:55:33.948+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.403,2020-11-03T17:55:33.948+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.365,2020-11-03T18:00:24.830+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.335,2020-11-03T18:00:24.830+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.561,2020-11-03T18:00:24.830+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.14,80,1028,283.08,351.81,3397,0.337,2020-11-03T18:00:24.830+09:00
smartx-microbox-gist-1,6,0,12,22,28,25,2.04,80,1028,283.08,351.81,3397,0.461,2020-11-03T18:05:45.559+09:00
